VFD-MS300|1.05|  9.00A|460V| 5  HP|32|15|50|70|83|74|69|75|93|76|29|92|53|42|0|99|83|
Check    |Pr. No   |MODBUS   |Description     |Unit     |Data     |Default  |Min      |Max      |Attribute|Address  |Dot      |Attribute|
X        |03-25    |0319H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0319     |0        |32776    |
X        |03-26    |031AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|031A     |0        |32776    |
X        |03-27    |031BH    |AFM Output Bias  |%        |0.00     |0.00     |-100.00  |100.00   |Writable |031B     |2        |658      |
X        |03-28    |031CH    |AVIv/AVIi SEL    |####     |0        |0        |0        |3        |Writable |031C     |0        |8210     |
X        |03-29    |031DH    |ACIi/ACIv SEL    |####     |0        |0        |0        |2        |Writable |031D     |0        |8210     |
X        |03-30    |031EH    |PLC AFM1~16 Mask |####     |0000H    |0000H    |0000H    |FFFFH    |Read-Only|031E     |0        |16472    |
X        |03-31    |031FH    |AFM output       |####     |0        |0        |0        |2        |Writable |031F     |0        |8210     |
X        |03-32    |0320H    |AFM1 OUT-LEVEL   |%        |0.00     |0.00     |0.00     |100.00   |Writable |0320     |2        |530      |
X        |03-33    |0321H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0321     |0        |32776    |
X        |03-34    |0322H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0322     |0        |32776    |
X        |03-35    |0323H    |AFM1 Output LPF  |sec      |0.01     |0.01     |0.00     |20.00    |Writable |0323     |2        |530      |
X        |03-36    |0324H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0324     |0        |32776    |
X        |03-37    |0325H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0325     |0        |32776    |
X        |03-38    |0326H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0326     |0        |32776    |
X        |03-39    |0327H    |VR Selection     |####     |1        |1        |0        |1        |Writable |0327     |0        |8210     |
X        |03-40    |0328H    |VR Input Bias    |%        |0.0      |0.0      |-100.0   |100.0    |Writable |0328     |1        |402      |
X        |03-41    |0329H    |VR Bias Mode     |####     |0        |0        |0        |4        |Writable |0329     |0        |8210     |
X        |03-42    |032AH    |VR Input Gain    |%        |100.0    |100.0    |-500.0   |500.0    |Writable |032A     |1        |402      |
X        |03-43    |032BH    |VR Input LPF     |sec      |0.01     |0.01     |0.00     |2.00     |Writable |032B     |2        |530      |
X        |03-44    |032CH    |MO by AI level   |####     |0        |0        |0        |4        |Writable |032C     |0        |8210     |
X        |03-45    |032DH    |AI Upper Level   |%        |50.00    |50.00    |-100.00  |100.00   |Writable |032D     |2        |658      |
X        |03-46    |032EH    |AI Lower Level   |%        |10.00    |10.00    |-100.00  |100.00   |Writable |032E     |2        |658      |
X        |03-47    |032FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|032F     |0        |32776    |
X        |03-48    |0330H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0330     |0        |32776    |
X        |03-49    |0331H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0331     |0        |32776    |
X        |03-50    |0332H    |AI Calculate Way |####     |0        |0        |0        |7        |Writable |0332     |0        |8210     |
X        |03-51    |0333H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0333     |0        |32776    |
X        |03-52    |0334H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0334     |0        |32776    |
X        |03-53    |0335H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0335     |0        |32776    |
X        |03-54    |0336H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0336     |0        |32776    |
X        |03-55    |0337H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0337     |0        |32776    |
X        |03-56    |0338H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0338     |0        |32776    |
X        |03-57    |0339H    |ACI Low Point    |####     |4.00     |4.00     |0.00     |20.00    |Writable |0339     |2        |531      |
X        |03-58    |033AH    |ACI Low %        |%        |0.00     |0.00     |0.00     |100.00   |Writable |033A     |2        |530      |
X        |03-59    |033BH    |ACI Middle Point |####     |12.00    |12.00    |0.00     |20.00    |Writable |033B     |2        |531      |
X        |03-60    |033CH    |ACI Middle %     |%        |50.00    |50.00    |0.00     |100.00   |Writable |033C     |2        |530      |
X        |03-61    |033DH    |ACI High Point   |####     |20.00    |20.00    |0.00     |20.00    |Writable |033D     |2        |531      |
X        |03-62    |033EH    |ACI High %       |%        |100.00   |100.00   |0.00     |100.00   |Writable |033E     |2        |530      |
X        |03-63    |033FH    |AVI Low Point    |V        |0.00     |0.00     |0.00     |10.00    |Writable |033F     |2        |530      |
X        |03-64    |0340H    |AVI Low %        |%        |0.00     |0.00     |-100.00  |100.00   |Writable |0340     |2        |658      |
X        |03-65    |0341H    |AVI Mid Point    |V        |5.00     |5.00     |0.00     |10.00    |Writable |0341     |2        |530      |
X        |03-66    |0342H    |AVI Mid %        |%        |50.00    |50.00    |-100.00  |100.00   |Writable |0342     |2        |658      |
X        |03-67    |0343H    |AVI High Point   |V        |10.00    |10.00    |0.00     |10.00    |Writable |0343     |2        |530      |
X        |03-68    |0344H    |AVI High %       |%        |100.00   |100.00   |-100.00  |100.00   |Writable |0344     |2        |658      |
X        |03-69    |0345H    |-AVI High Point  |V        |0.00     |0.00     |-10.00   |0.00     |Writable |0345     |2        |658      |
X        |03-70    |0346H    |-AVI High %      |%        |0.00     |0.00     |-100.00  |100.00   |Writable |0346     |2        |658      |
X        |03-71    |0347H    |-AVI Mid Point   |V        |-5.00    |-5.00    |-10.00   |0.00     |Writable |0347     |2        |658      |
X        |03-72    |0348H    |-AVI Mid %       |%        |-50.00   |-50.00   |-100.00  |100.00   |Writable |0348     |2        |658      |
X        |03-73    |0349H    |-AVI Low Point   |V        |-10.00   |-10.00   |-10.00   |0.00     |Writable |0349     |2        |658      |
X        |03-74    |034AH    |-AVI Low %       |%        |-100.00  |-100.00  |-100.00  |100.00   |Writable |034A     |2        |658      |
X        |*****    |*****    |4 - MULTI-SPEED  |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |04-00    |0400H    |Multi-Speed 1    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0400     |2        |1555     |
X        |04-01    |0401H    |Multi-Speed 2    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0401     |2        |1555     |
X        |04-02    |0402H    |Multi-Speed 3    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0402     |2        |1555     |
X        |04-03    |0403H    |Multi-Speed 4    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0403     |2        |1555     |
X        |04-04    |0404H    |Multi-Speed 5    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0404     |2        |1555     |
X        |04-05    |0405H    |Multi-Speed 6    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0405     |2        |1555     |
X        |04-06    |0406H    |Multi-Speed 7    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0406     |2        |1555     |
X        |04-07    |0407H    |Multi-Speed 8    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0407     |2        |1555     |
X        |04-08    |0408H    |Multi-Speed 9    |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0408     |2        |1555     |
X        |04-09    |0409H    |Multi-Speed 10   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |0409     |2        |1555     |
X        |04-10    |040AH    |Multi-Speed 11   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |040A     |2        |1555     |
X        |04-11    |040BH    |Multi-Speed 12   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |040B     |2        |1555     |
X        |04-12    |040CH    |Multi-Speed 13   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |040C     |2        |1555     |
X        |04-13    |040DH    |Multi-Speed 14   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |040D     |2        |1555     |
X        |04-14    |040EH    |Multi-Speed 15   |Hz       |0.00     |0.00     |0.00     |599.00   |Writable |040E     |2        |1555     |
X        |04-15    |040FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|040F     |0        |32776    |
X        |04-16    |0410H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0410     |0        |32776    |
X        |04-17    |0411H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0411     |0        |32776    |
X        |04-18    |0412H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0412     |0        |32776    |
X        |04-19    |0413H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0413     |0        |32776    |
X        |04-20    |0414H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0414     |0        |32776    |
X        |04-21    |0415H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0415     |0        |32776    |
X        |04-22    |0416H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0416     |0        |32776    |
X        |04-23    |0417H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0417     |0        |32776    |
X        |04-24    |0418H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0418     |0        |32776    |
X        |04-25    |0419H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0419     |0        |32776    |
X        |04-26    |041AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041A     |0        |32776    |
X        |04-27    |041BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041B     |0        |32776    |
X        |04-28    |041CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041C     |0        |32776    |
X        |04-29    |041DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041D     |0        |32776    |
X        |04-30    |041EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041E     |0        |32776    |
X        |04-31    |041FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|041F     |0        |32776    |
X        |04-32    |0420H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0420     |0        |32776    |
X        |04-33    |0421H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0421     |0        |32776    |
X        |04-34    |0422H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0422     |0        |32776    |
X        |04-35    |0423H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0423     |0        |32776    |
X        |04-36    |0424H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0424     |0        |32776    |
X        |04-37    |0425H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0425     |0        |32776    |
X        |04-38    |0426H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0426     |0        |32776    |
X        |04-39    |0427H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0427     |0        |32776    |
X        |04-40    |0428H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0428     |0        |32776    |
X        |04-41    |0429H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0429     |0        |32776    |
X        |04-42    |042AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042A     |0        |32776    |
X        |04-43    |042BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042B     |0        |32776    |
X        |04-44    |042CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042C     |0        |32776    |
X        |04-45    |042DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042D     |0        |32776    |
X        |04-46    |042EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042E     |0        |32776    |
X        |04-47    |042FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|042F     |0        |32776    |
X        |04-48    |0430H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0430     |0        |32776    |
X        |04-49    |0431H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0431     |0        |32776    |
X        |04-50    |0432H    |PLC Buffer 0     |####     |0        |0        |0        |65535    |Writable |0432     |0        |18       |
X        |04-51    |0433H    |PLC Buffer 1     |####     |0        |0        |0        |65535    |Writable |0433     |0        |18       |
X        |04-52    |0434H    |PLC Buffer 2     |####     |0        |0        |0        |65535    |Writable |0434     |0        |18       |
X        |04-53    |0435H    |PLC Buffer 3     |####     |0        |0        |0        |65535    |Writable |0435     |0        |18       |
X        |04-54    |0436H    |PLC Buffer 4     |####     |0        |0        |0        |65535    |Writable |0436     |0        |18       |
X        |04-55    |0437H    |PLC Buffer 5     |####     |0        |0        |0        |65535    |Writable |0437     |0        |18       |
X        |04-56    |0438H    |PLC Buffer 6     |####     |0        |0        |0        |65535    |Writable |0438     |0        |18       |
X        |04-57    |0439H    |PLC Buffer 7     |####     |0        |0        |0        |65535    |Writable |0439     |0        |18       |
X        |04-58    |043AH    |PLC Buffer 8     |####     |0        |0        |0        |65535    |Writable |043A     |0        |18       |
X        |04-59    |043BH    |PLC Buffer 9     |####     |0        |0        |0        |65535    |Writable |043B     |0        |18       |
X        |04-60    |043CH    |PLC Buffer 10    |####     |0        |0        |0        |65535    |Writable |043C     |0        |18       |
X        |04-61    |043DH    |PLC Buffer 11    |####     |0        |0        |0        |65535    |Writable |043D     |0        |18       |
X        |04-62    |043EH    |PLC Buffer 12    |####     |0        |0        |0        |65535    |Writable |043E     |0        |18       |
X        |04-63    |043FH    |PLC Buffer 13    |####     |0        |0        |0        |65535    |Writable |043F     |0        |18       |
X        |04-64    |0440H    |PLC Buffer 14    |####     |0        |0        |0        |65535    |Writable |0440     |0        |18       |
X        |04-65    |0441H    |PLC Buffer 15    |####     |0        |0        |0        |65535    |Writable |0441     |0        |18       |
X        |04-66    |0442H    |PLC Buffer 16    |####     |0        |0        |0        |65535    |Writable |0442     |0        |18       |
X        |04-67    |0443H    |PLC Buffer 17    |####     |0        |0        |0        |65535    |Writable |0443     |0        |18       |
X        |04-68    |0444H    |PLC Buffer 18    |####     |0        |0        |0        |65535    |Writable |0444     |0        |18       |
X        |04-69    |0445H    |PLC Buffer 19    |####     |0        |0        |0        |65535    |Writable |0445     |0        |18       |
X        |*****    |*****    |5 - MOTOR PARAMETER|*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |05-00    |0500H    |Auto-Tuning SEL  |####     |0        |0        |0        |13       |Writable |0500     |0        |8209     |
X        |05-01    |0501H    |Motor1 Rated A   |Amps     |8.10     |8.10     |0.90     |10.80    |Writable |0501     |2        |1553     |
X        |05-02    |0502H    |Motro1 Rated P   |Kw       |3.75     |0.00     |0.00     |655.35   |Writable |0502     |2        |530      |
X        |05-03    |0503H    |Motor1 Rated     |rpm      |1710     |1710     |0        |65535    |Writable |0503     |0        |18       |
X        |05-04    |0504H    |Motor1 Poles     |####     |2        |4        |2        |20       |Writable |0504     |0        |20       |
X        |05-05    |0505H    |Motor1 No-Load   |Amps     |3.60     |0.00     |0.00     |8.10     |Writable |0505     |2        |1553     |
X        |05-06    |0506H    |Motor1 Rs        |ohm      |3.333    |0.000    |0.000    |65.535   |Writable |0506     |3        |784      |
X        |05-07    |0507H    |Motor1 Rr        |ohm      |0.000    |0.000    |0.000    |65.535   |Writable |0507     |3        |784      |
X        |05-08    |0508H    |Motor1 Lm        |mH       |0.0      |0.0      |0.0      |6553.5   |Writable |0508     |1        |272      |
X        |05-09    |0509H    |Motor1 Lx        |mH       |0.0      |0.0      |0.0      |6553.5   |Writable |0509     |1        |272      |
X        |05-10    |050AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|050A     |0        |32776    |
X        |05-11    |050BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|050B     |0        |32776    |
X        |05-12    |050CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|050C     |0        |32776    |
X        |05-13    |050DH    |Motor2 Rated A   |Amps     |8.10     |8.10     |0.90     |10.80    |Writable |050D     |2        |1553     |
X        |05-14    |050EH    |Motor2 Rated P   |Kw       |3.75     |0.00     |0.00     |655.35   |Writable |050E     |2        |530      |
X        |05-15    |050FH    |Motor2 Rated     |rpm      |1710     |1710     |0        |65535    |Writable |050F     |0        |18       |
X        |05-16    |0510H    |Motor2 Poles     |####     |4        |4        |2        |20       |Writable |0510     |0        |20       |
X        |05-17    |0511H    |Motor2 No-Load   |Amps     |3.60     |0.00     |0.00     |8.10     |Writable |0511     |2        |1553     |
X        |05-18    |0512H    |Motor2 Rs        |ohm      |3.333    |0.000    |0.000    |65.535   |Writable |0512     |3        |784      |
X        |05-19    |0513H    |Motor2 Rr        |ohm      |0.000    |0.000    |0.000    |65.535   |Writable |0513     |3        |784      |
X        |05-20    |0514H    |Motor2 Lm        |mH       |0.0      |0.0      |0.0      |6553.5   |Writable |0514     |1        |272      |
X        |05-21    |0515H    |Motor2 Lx        |mH       |0.0      |0.0      |0.0      |6553.5   |Writable |0515     |1        |272      |
X        |05-22    |0516H    |Motor 1 Or 2     |####     |1        |1        |1        |4        |Writable |0516     |0        |8208     |
X        |05-23    |0517H    |Y-D Switch Hz    |Hz       |60.00    |60.00    |0.00     |599.00   |Writable |0517     |2        |1555     |
X        |05-24    |0518H    |Y-D Switch SEL   |####     |0        |0        |0        |1        |Writable |0518     |0        |8208     |
X        |05-25    |0519H    |Y-D Switch Delay |sec      |0.200    |0.200    |0.000    |60.000   |Writable |0519     |3        |786      |
X        |05-26    |051AH    |W-sec Low word   |Wsec     |813.7    |0.0      |0.0      |6553.5   |Read-Only|051A     |1        |264      |
X        |05-27    |051BH    |W-sec High word  |Wsec     |0.3      |0.0      |0.0      |6553.5   |Read-Only|051B     |1        |264      |
X        |05-28    |051CH    |W-hrs            |Whrs     |64.1     |0.0      |0.0      |6553.5   |Read-Only|051C     |1        |264      |
X        |05-29    |051DH    |KWh Low word     |KWh      |159.6    |0.0      |0.0      |6553.5   |Read-Only|051D     |1        |264      |
X        |05-30    |051EH    |KWh High word    |KWh      |0.0      |0.0      |0.0      |6553.5   |Read-Only|051E     |1        |264      |
X        |05-31    |051FH    |Accumul Run Hour |min      |34       |0        |0        |1439     |Writable |051F     |0        |16       |
X        |05-32    |0520H    |Accumul Run day  |day      |0        |0        |0        |65535    |Writable |0520     |0        |16       |
X        |05-33    |0521H    |IM/PM Selection  |####     |0        |0        |0        |2        |Writable |0521     |0        |8208     |
X        |05-34    |0522H    |PM Rated Current |Amps     |8.10     |8.10     |0.00     |10.80    |Writable |0522     |2        |1553     |
X        |05-35    |0523H    |PM Rated Power   |Kw       |3.75     |0.00     |0.00     |655.35   |Writable |0523     |2        |528      |
X        |05-36    |0524H    |PM Rated RPM     |rpm      |2000     |2000     |0        |65535    |Writable |0524     |0        |16       |
X        |05-37    |0525H    |PM Pole number   |####     |10       |10       |0        |65535    |Writable |0525     |0        |20       |
X        |05-38    |0526H    |PM Intertia      |kgm2     |49.6     |0.0      |0.0      |6553.5   |Writable |0526     |1        |272      |
X        |05-39    |0527H    |PM Rs            |ohm      |0.000    |0.000    |0.000    |65.535   |Writable |0527     |3        |784      |
X        |05-40    |0528H    |PM Ld            |mH       |0.00     |0.00     |0.00     |655.35   |Writable |0528     |2        |528      |
X        |05-41    |0529H    |PM Lq            |mH       |0.00     |0.00     |0.00     |655.35   |Writable |0529     |2        |528      |
X        |05-42    |052AH    |PM Magnetic ANGl |DEG      |0.0      |0.0      |0.0      |360.0    |Writable |052A     |1        |272      |
X        |05-43    |052BH    |PM Ke Cofficient |V        |0        |0        |0        |65535    |Writable |052B     |0        |16       |
X        |05-44    |052CH    |Reserved         |####     |32       |32       |0        |65535    |Read-Only|052C     |0        |32776    |
X        |05-45    |052DH    |Reserved         |####     |2330     |2330     |0        |65535    |Read-Only|052D     |0        |32776    |
X        |05-46    |052EH    |Reserved         |####     |6000     |6000     |0        |10000    |Read-Only|052E     |0        |32776    |
X        |05-47    |052FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|052F     |0        |32776    |
X        |05-48    |0530H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0530     |0        |32776    |
X        |05-49    |0531H    |Reserved         |####     |3000     |3000     |0        |18000    |Read-Only|0531     |0        |32776    |
X        |05-50    |0532H    |Reserved         |####     |3000     |3000     |0        |18000    |Read-Only|0532     |0        |32776    |
X        |05-51    |0533H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0533     |0        |32776    |
X        |05-52    |0534H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0534     |0        |32776    |
X        |05-53    |0535H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0535     |0        |32776    |
X        |05-54    |0536H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0536     |0        |32776    |
X        |05-55    |0537H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0537     |0        |32776    |
X        |05-56    |0538H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0538     |0        |32776    |
X        |05-57    |0539H    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|0539     |0        |32776    |
X        |05-58    |053AH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053A     |0        |32776    |
X        |05-59    |053BH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053B     |0        |32776    |
X        |05-60    |053CH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053C     |0        |32776    |
X        |05-61    |053DH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053D     |0        |32776    |
X        |05-62    |053EH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053E     |0        |32776    |
X        |05-63    |053FH    |Reserved         |####     |0        |0        |0        |65535    |Read-Only|053F     |0        |32776    |
X        |05-64    |0540H    |Motor3 Rated A   |Amps     |8.10     |8.10     |0.90     |10.80    |Writable |0540     |2        |1553     |
X        |05-65    |0541H    |Motor3 Rated P   |Kw       |3.75     |0.00     |0.00     |655.35   |Writable |0541     |2        |530      |
X        |05-66    |0542H    |Motor3 Rated     |rpm      |1710     |1710     |0        |65535    |Writable |0542     |0        |19       |
X        |05-67    |0543H    |Motor3 Poles     |####     |4        |4        |2        |20       |Writable |0543     |0        |21       |
X        |05-68    |0544H    |Motor3 No-Load   |Amps     |3.60     |0.00     |0.00     |8.10     |Writable |0544     |2        |1553     |
X        |05-69    |0545H    |Motor3 Rs        |ohm      |3.333    |0.000    |0.000    |65.535   |Writable |0545     |3        |784      |
X        |05-70    |0546H    |Motor4 Rated A   |Amps     |8.10     |8.10     |0.90     |10.80    |Writable |0546     |2        |1553     |
X        |05-71    |0547H    |Motor4 Rated P   |Kw       |3.75     |0.00     |0.00     |655.35   |Writable |0547     |2        |530      |
X        |05-72    |0548H    |Motor4 Rated     |rpm      |1710     |1710     |0        |65535    |Writable |0548     |0        |19       |
X        |05-73    |0549H    |Motor4 Poles     |####     |4        |4        |2        |20       |Writable |0549     |0        |21       |
X        |05-74    |054AH    |Motor4 No-Load   |Amps     |3.60     |0.00     |0.00     |8.10     |Writable |054A     |2        |1553     |
X        |05-75    |054BH    |Motor4 Rs        |ohm      |3.333    |0.000    |0.000    |65.535   |Writable |054B     |3        |784      |
X        |*****    |*****    |6 - PROTECTION   |*****    |*****    |*****    |*****    |*****    |*****    |*****    |*****    |         |
X        |06-00    |0600H    |Low Voltage      |V        |360.0    |360.0    |300.0    |440.0    |Writable |0600     |1        |275      |
X        |06-01    |0601H    |OV Stall Level   |V        |760.0    |760.0    |0.0      |900.0    |Writable |0601     |1        |275      |
X        |06-02    |0602H    |STALL V MODE     |####     |0        |0        |0        |1        |Writable |0602     |0        |19       |
X        |06-03    |0603H    |OCA Level        |%        |180      |180      |0        |200      |Writable |0603     |0        |19       |
X        |06-04    |0604H    |OCN Level        |%        |180      |180      |0        |200      |Writable |0604     |0        |19       |
X        |06-05    |0605H    |Stall ACCDEC SEL |####     |0        |0        |0        |5        |Writable |0605     |0        |8210     |
X        |06-06    |0606H    |Over TQC1 Method |####     |4        |0        |0        |4        |Writable |0606     |0        |8210     |
X        |06-07    |0607H    |Over TQC1 Level  |%        |75       |120      |10       |250      |Writable |0607     |0        |18       |
X        |06-08    |0608H    |Over TQC1 Time   |sec      |1.0      |0.1      |0.1      |60.0     |Writable |0608     |1        |274      |
X        |06-09    |0609H    |Over TQC2 Method |####     |0        |0        |0        |4        |Writable |0609     |0        |8210     |
X        |06-10    |060AH    |Over TQC2 Level  |%        |120      |120      |10       |250      |Writable |060A     |0        |18       |
X        |06-11    |060BH    |Over TQC2 Time   |sec      |0.1      |0.1      |0.1      |60.0     |Writable |060B     |1        |274      |
X        |06-12    |060CH    |Current Limit    |%        |150      |150      |0        |250      |Writable |060C     |0        |18       |
X        |06-13    |060DH    |Thermal RLY1 SEL |####     |2        |2        |0        |2        |Writable |060D     |0        |8210     |
X        |06-14    |060EH    |Thermal RLY1 T   |sec      |60.0     |60.0     |30.0     |600.0    |Writable |060E     |1        |274      |
X        |06-15    |060FH    |OH Warn Level    |oC       |110.0    |105.0    |0.0      |110.0    |Writable |060F     |1        |274      |
X        |06-16    |0610H    |Stall Level LIMT |%        |100      |100      |0        |100      |Writable |0610     |0        |18       |
X        |06-17    |0611H    |1st Fault Record |####     |21       |0        |0        |65535    |Read-Only|0611     |0        |8200     |
X        |06-18    |0612H    |2nd Fault Record |####     |0        |0        |0        |65535    |Read-Only|0612     |0        |8200     |
X        |06-19    |0613H    |3rd Fault Record |####     |0        |0        |0        |65535    |Read-Only|0613     |0        |8200     |
X        |06-20    |0614H    |4th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0614     |0        |8200     |
X        |06-21    |0615H    |5th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0615     |0        |8200     |
X        |06-22    |0616H    |6th Fault Record |####     |0        |0        |0        |65535    |Read-Only|0616     |0        |8200     |
X        |06-23    |0617H    |Fault Option 1   |####     |0        |0        |0        |65535    |Writable |0617     |0        |18       |
X        |06-24    |0618H    |Fault Option 2   |####     |0        |0        |0        |65535    |Writable |0618     |0        |18       |
X        |06-25    |0619H    |Fault Option 3   |####     |0        |0        |0        |65535    |Writable |0619     |0        |18       |
X        |06-26    |061AH    |Fault Option 4   |####     |0        |0        |0        |65535    |Writable |061A     |0        |18       |
X        |06-27    |061BH    |Thermal RLY2 SEL |####     |2        |2        |0        |2        |Writable |061B     |0        |8210     |
X        |06-28    |061CH    |Thermal RLY2 T   |sec      |60.0     |60.0     |30.0     |600.0    |Writable |061C     |1        |274      |
X        |06-29    |061DH    |PTC Treatments   |####     |0        |0        |0        |3        |Writable |061D     |0        |8210     |
X        |06-30    |061EH    |PTC Level        |%        |50.0     |50.0     |0.0      |100.0    |Writable |061E     |1        |274      |
X        |06-31    |061FH    |CMD FREQ  REC    |Hz       |60.00    |0.00     |0.00     |599.00   |Read-Only|061F     |2        |520      |
X        |06-32    |0620H    |Out FREQ  REC    |Hz       |7.22     |0.00     |0.00     |599.00   |Read-Only|0620     |2        |520      |
X        |06-33    |0621H    |Out Voltage REC  |V        |72.7     |0.0      |0.0      |6553.5   |Read-Only|0621     |1        |264      |
X        |06-34    |0622H    |DCBus Value REC  |Vdc      |652.9    |0.0      |0.0      |6553.5   |Read-Only|0622     |1        |264      |
X        |06-35    |0623H    |Isum Value REC   |Amps     |19.80    |0.00     |0.00     |655.35   |Read-Only|0623     |2        |520      |
X        |06-36    |0624H    |IGBT Temp  REC   |oC       |37.6     |0.0      |-3276.7  |3276.7   |Read-Only|0624     |1        |392      |
X        |06-37    |0625H    |Capacity TempREC |oC       |0.0      |0.0      |-3276.7  |3276.7   |Read-Only|0625     |1        |392      |
X        |06-38    |0626H    |RPM of Motor REC |rpm      |216      |0        |-32767   |32767    |Read-Only|0626     |0        |136      |
X        |06-39    |0627H    |Torque REC.      |####     |4653     |0        |-32767   |32767    |Read-Only|0627     |0        |136      |
X        |06-40    |0628H    |MI Status REC.   |####     |0000H    |0000H    |0000H    |FFFFH    |Read-Only|0628     |0        |72       |
